-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.41E-01,1.87E+01
-3.66E-01,1.67E+01
-3.92E-01,1.46E+01
-4.18E-01,1.25E+01
-4.44E-01,1.05E+01
-4.70E-01,8.42E+00
-4.96E-01,6.36E+00
-5.22E-01,4.30E+00
-5.47E-01,2.24E+00
-5.73E-01,1.80E-01
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.28E-01,1.98E+01
-3.54E-01,1.77E+01
-3.79E-01,1.56E+01
-4.05E-01,1.36E+01
-4.31E-01,1.15E+01
-4.57E-01,9.45E+00
-4.83E-01,7.39E+00
-5.09E-01,5.33E+00
-5.35E-01,3.27E+00
-5.60E-01,1.21E+00
-3.19E-01,2.08E+01
1.76E+00,2.08E+01
3.84E+00,2.08E+01
5.92E+00,2.08E+01
8.00E+00,2.08E+01
1.01E+01,2.08E+01
1.22E+01,2.08E+01
1.42E+01,2.08E+01
1.63E+01,2.08E+01
1.84E+01,2.08E+01
-3.19E-01,2.08E+01
1.76E+00,2.08E+01
3.84E+00,2.08E+01
5.92E+00,2.08E+01
8.00E+00,2.08E+01
1.01E+01,2.08E+01
1.22E+01,2.08E+01
1.42E+01,2.08E+01
1.63E+01,2.08E+01
1.84E+01,2.08E+01
7.21E-01,2.08E+01
2.80E+00,2.08E+01
4.88E+00,2.08E+01
6.96E+00,2.08E+01
9.04E+00,2.08E+01
1.11E+01,2.08E+01
1.32E+01,2.08E+01
1.53E+01,2.08E+01
1.74E+01,2.08E+01
1.94E+01,2.08E+01
7.21E-01,2.08E+01
2.80E+00,2.08E+01
4.88E+00,2.08E+01
6.96E+00,2.08E+01
9.04E+00,2.08E+01
1.11E+01,2.08E+01
1.32E+01,2.08E+01
1.53E+01,2.08E+01
1.74E+01,2.08E+01
1.94E+01,2.08E+01
7.21E-01,2.08E+01
2.80E+00,2.08E+01
4.88E+00,2.08E+01
6.96E+00,2.08E+01
9.04E+00,2.08E+01
1.11E+01,2.08E+01
1.32E+01,2.08E+01
1.53E+01,2.08E+01
1.74E+01,2.08E+01
1.94E+01,2.08E+01
7.21E-01,2.08E+01
2.80E+00,2.08E+01
4.88E+00,2.08E+01
6.96E+00,2.08E+01
9.04E+00,2.08E+01
1.11E+01,2.08E+01
1.32E+01,2.08E+01
1.53E+01,2.08E+01
1.74E+01,2.08E+01
1.94E+01,2.08E+01
-3.19E-01,2.08E+01
1.76E+00,2.08E+01
3.84E+00,2.08E+01
5.92E+00,2.08E+01
8.00E+00,2.08E+01
1.01E+01,2.08E+01
1.22E+01,2.08E+01
1.42E+01,2.08E+01
1.63E+01,2.08E+01
1.84E+01,2.08E+01
-3.19E-01,2.08E+01
1.76E+00,2.08E+01
3.84E+00,2.08E+01
5.92E+00,2.08E+01
8.00E+00,2.08E+01
1.01E+01,2.08E+01
1.22E+01,2.08E+01
1.42E+01,2.08E+01
1.63E+01,2.08E+01
1.84E+01,2.08E+01
2.05E+01,2.08E+01
2.05E+01,1.88E+01
2.06E+01,1.68E+01
2.07E+01,1.48E+01
2.07E+01,1.28E+01
2.08E+01,1.08E+01
2.08E+01,8.77E+00
2.09E+01,6.76E+00
2.09E+01,4.75E+00
2.10E+01,2.74E+00
2.05E+01,2.08E+01
2.05E+01,1.88E+01
2.06E+01,1.68E+01
2.07E+01,1.48E+01
2.07E+01,1.28E+01
2.08E+01,1.08E+01
2.08E+01,8.77E+00
2.09E+01,6.76E+00
2.09E+01,4.75E+00
2.10E+01,2.74E+00
2.05E+01,1.98E+01
2.06E+01,1.78E+01
2.06E+01,1.58E+01
2.07E+01,1.38E+01
2.07E+01,1.18E+01
2.08E+01,9.77E+00
2.09E+01,7.77E+00
2.09E+01,5.76E+00
2.10E+01,3.75E+00
2.10E+01,1.74E+00
2.05E+01,1.98E+01
2.06E+01,1.78E+01
2.06E+01,1.58E+01
2.07E+01,1.38E+01
2.07E+01,1.18E+01
2.08E+01,9.77E+00
2.09E+01,7.77E+00
2.09E+01,5.76E+00
2.10E+01,3.75E+00
2.10E+01,1.74E+00
