-0.11128,-0.11353,-0.098386,-0.13969,-0.31418,-0.23086,-0.38434,-0.015068,0.045983,0.024778,-0.035907,-0.13429,-0.22283,-0.20115,-0.001647,0.19113,0.22644,0.10127,-0.01671,-0.0056228,0.05626,0.09534,0.11427,0.071524,0.060818,0.10756,0.10973,-0.14534,-0.11296,0.05232,-0.14963
-0.10902,-0.13094,-0.11938,0.10047,0.041297,-0.073602,-0.095794,0.041036,-0.10113,-0.19382,-0.17698,-0.070989,-0.12723,-0.19858,-0.13898,0.032033,0.052431,-0.13062,-0.25615,-0.16735,-0.0047751,0.064498,0.079789,-0.047044,-0.15449,-0.095147,-0.18483,-0.56769,-0.23754,0.075749,-0.38588
-0.084839,-0.10628,-0.075382,0.042684,0.1624,0.094226,0.069436,0.01049,-0.20059,-0.30521,-0.21472,-0.0712,-0.069468,-0.10036,-0.083726,-0.053066,-0.079673,-0.16579,-0.20452,-0.1037,0.034884,0.091122,-0.041295,-0.26103,-0.44543,-0.48042,-0.42323,-0.33604,-0.11323,-0.030906,-0.38285
-0.039218,-0.062192,-0.070548,-0.01371,0.12909,0.17037,0.17849,0.091642,-0.073668,-0.15865,-0.15206,-0.14023,-0.12483,-0.034056,0.037741,0.033884,0.016506,0.0061953,0.00093761,0.035265,0.098623,0.081186,-0.10664,-0.3049,-0.33763,-0.23238,-0.11983,0.057384,0.39286,0.46623,-0.067639
0.029377,-0.0042724,-0.16115,-0.10294,0.045419,0.21907,0.27859,0.21326,0.12079,0.067603,-0.02641,-0.13832,-0.16204,-0.081603,-0.041612,-0.047561,-0.010968,0.03358,0.020964,0.011679,0.036022,0.047013,-0.076826,-0.19254,-0.06568,0.20933,0.35159,0.31535,0.27039,0.035547,-0.48808
0.13162,0.081918,-0.14735,-0.10574,0.090425,0.30309,0.29684,0.17124,0.12007,0.1202,0.037665,-0.10194,-0.18846,-0.23114,-0.29195,-0.314,-0.24034,-0.16478,-0.17283,-0.18985,-0.12834,-0.045695,-0.059443,-0.10551,0.020581,0.30434,0.49372,0.42426,0.21128,-0.038417,-0.34596
0.28357,0.20037,-0.11657,-0.091031,0.16954,0.32397,0.1754,-0.020449,-0.04509,0.0085272,0.00056155,-0.077118,-0.16244,-0.27205,-0.394,-0.43798,-0.35997,-0.28503,-0.29789,-0.30999,-0.21982,-0.10738,-0.077339,-0.11299,-0.071357,0.07484,0.2247,0.2357,0.12136,0.067267,0.070238
0.40401,0.30424,-0.080198,-0.090186,0.12085,0.19053,-0.002607,-0.1975,-0.19166,-0.10948,-0.059731,-0.061932,-0.085774,-0.15452,-0.24602,-0.27894,-0.2292,-0.19292,-0.22097,-0.22955,-0.14745,-0.051519,-0.032907,-0.063786,-0.085591,-0.056127,0.020105,0.096607,0.11373,0.10182,0.14068
0.47071,0.34717,-0.073782,-0.23989,-0.1122,-0.036012,-0.11296,-0.20585,-0.17558,-0.10723,-0.0598,-0.024848,0.014144,0.025223,-0.010435,-0.020327,-0.003439,-0.0012025,-0.040305,-0.037556,0.034178,0.10619,0.11076,0.090775,0.077793,0.089067,0.11355,0.14979,0.1638,0.075127,-0.02882
0.49138,0.33797,-0.13098,-0.35844,-0.25632,-0.11879,-0.087329,-0.092957,-0.061936,-0.018568,-0.015703,-0.0076827,0.030698,0.063458,0.085246,0.10034,0.11731,0.095729,0.052307,0.059363,0.13404,0.21415,0.22639,0.23117,0.25611,0.30842,0.30337,0.21609,0.069988,-0.15631,-0.3949
0.492,0.33156,-0.11639,-0.18666,-0.086849,-0.017854,-0.021267,-0.017275,0.01706,0.060708,0.056402,0.025349,-0.002738,-0.0090305,0.021404,0.07221,0.11998,0.10022,0.031192,0.001535,0.069076,0.15391,0.17981,0.16865,0.19132,0.26761,0.27972,0.15242,-0.097141,-0.38244,-0.62372
0.47701,0.3346,-0.002191,0.071838,0.13056,0.069225,-0.060726,-0.10975,-0.037401,0.083001,0.15111,0.10875,0.0077791,-0.077884,-0.055647,0.045639,0.14215,0.12968,0.020284,-0.076141,-0.060712,0.0027436,0.021634,-0.019745,-0.049475,-0.00040379,0.04914,-0.01699,-0.19762,-0.35487,-0.45494
0.42699,0.26269,-0.078862,0.039868,0.11067,-0.01582,-0.22152,-0.31067,-0.18804,0.039429,0.211,0.20393,0.052359,-0.092152,-0.085386,0.069035,0.21645,0.21875,0.066455,-0.098789,-0.1402,-0.088986,-0.061016,-0.11924,-0.2045,-0.21144,-0.14998,-0.11496,-0.15555,-0.17768,-0.15295
0.37428,0.19054,-0.17738,-0.12925,-0.029806,-0.10232,-0.32177,-0.43998,-0.29992,-0.015086,0.22464,0.23899,0.06081,-0.11267,-0.10768,0.078548,0.2694,0.29579,0.13096,-0.056859,-0.12756,-0.074012,-0.023003,-0.063819,-0.16854,-0.21691,-0.16429,-0.051489,0.0001352,0.002096,-0.011242
0.33884,0.15389,-0.22942,-0.20112,-0.030516,-0.03201,-0.22761,-0.38022,-0.28083,-0.024364,0.17955,0.17149,-0.014104,-0.17019,-0.1536,0.032863,0.22785,0.27699,0.14186,-0.03259,-0.10263,-0.034174,0.046959,0.031736,-0.083108,-0.17257,-0.13579,0.004854,0.097098,0.04423,-0.052658
0.34199,0.17638,-0.16739,-0.058707,0.15468,0.15923,-0.054362,-0.2294,-0.19226,-0.0026005,0.12452,0.079643,-0.080346,-0.19028,-0.1483,0.016329,0.19284,0.23566,0.12988,-0.024726,-0.093452,-0.055343,0.017308,0.013153,-0.10229,-0.2215,-0.19548,-0.043353,0.069333,-0.039187,-0.24918
0.36608,0.24762,-0.029795,0.15185,0.32257,0.24286,-0.0018859,-0.17356,-0.16068,-0.019717,0.052206,0.0019456,-0.093778,-0.11246,-0.014423,0.12912,0.23556,0.23893,0.13575,-0.014998,-0.11496,-0.11434,-0.066165,-0.075908,-0.19517,-0.33194,-0.32195,-0.14449,0.033767,-0.053916,-0.32841
0.38,0.28433,0.021712,0.19246,0.31232,0.1867,-0.093356,-0.24895,-0.21451,-0.081605,-0.0045769,-0.017841,-0.026929,0.0387,0.17313,0.27984,0.30816,0.25146,0.13456,-0.013457,-0.14241,-0.18472,-0.14203,-0.12354,-0.20585,-0.34348,-0.36952,-0.18567,0.05981,0.061225,-0.20405
0.38066,0.28474,-0.021101,0.016986,0.13841,0.049937,-0.19693,-0.34602,-0.29809,-0.14721,-0.04419,-0.0080114,0.031404,0.13859,0.25716,0.31647,0.27715,0.18817,0.078738,-0.040564,-0.15998,-0.20185,-0.14066,-0.058096,-0.075477,-0.21102,-0.31394,-0.20539,0.059746,0.20257,0.064365
0.37086,0.28533,0.011428,-0.15157,-0.083758,-0.08971,-0.2485,-0.36772,-0.32037,-0.16432,-0.03798,0.017464,0.061164,0.13248,0.18772,0.18423,0.13135,0.071021,0.019439,-0.044733,-0.12241,-0.15147,-0.070411,0.056352,0.083067,-0.049244,-0.22949,-0.24869,-0.04154,0.1928,0.19549
0.36097,0.31606,0.20298,-0.10271,-0.2104,-0.19663,-0.25077,-0.29813,-0.25034,-0.11959,0.0048456,0.06131,0.080382,0.088929,0.069924,0.032044,4.6639e-05,0.015569,0.053586,0.058026,0.0017254,-0.035165,0.016832,0.11434,0.14513,0.036543,-0.14933,-0.2419,-0.13789,0.033218,0.05189
0.31317,0.26769,0.17928,-0.026523,-0.19328,-0.21406,-0.17684,-0.14781,-0.1237,-0.060288,0.03239,0.093628,0.10419,0.074779,0.020162,-0.028789,-0.021096,0.056612,0.1593,0.1978,0.14451,0.06546,0.040068,0.055211,0.056222,-0.0067792,-0.093987,-0.14545,-0.13368,-0.16108,-0.27387
0.25414,0.17863,-0.056588,-0.16242,-0.23116,-0.16985,-0.05162,0.0097575,-0.019884,-0.046313,-0.0010968,0.071073,0.10721,0.089339,0.03477,-0.001991,0.019066,0.09992,0.18798,0.22107,0.16686,0.070739,-0.019463,-0.084602,-0.12619,-0.13391,-0.084182,-0.018117,-0.0032527,-0.16661,-0.40873
0.24253,0.18062,-0.061662,-0.3333,-0.34653,-0.14965,0.038387,0.079123,-0.025946,-0.12838,-0.1126,-0.027527,0.04317,0.052012,0.015964,-0.013103,-0.015033,0.01415,0.038752,0.047927,0.027286,-0.023661,-0.10524,-0.20424,-0.29356,-0.30388,-0.191,0.0072345,0.12766,-0.030274,-0.31683
0.26599,0.26983,0.044901,-0.27418,-0.34781,-0.11774,0.088696,0.078897,-0.10179,-0.25418,-0.23835,-0.13721,-0.074376,-0.073821,-0.078135,-0.081195,-0.1092,-0.14691,-0.18192,-0.18478,-0.16457,-0.13578,-0.12802,-0.19429,-0.30937,-0.39931,-0.30413,-0.044827,0.15989,0.042725,-0.27105
0.28562,0.29627,0.055519,-0.17323,-0.22529,-0.014989,0.17041,0.13742,-0.099971,-0.29818,-0.27779,-0.17736,-0.16526,-0.19555,-0.18595,-0.14672,-0.14698,-0.19872,-0.24349,-0.2565,-0.22945,-0.16259,-0.065999,-0.03684,-0.13161,-0.29156,-0.2835,-0.082538,0.063612,-0.043937,-0.24602
0.2946,0.31964,0.20032,-0.21305,-0.2143,-0.040428,0.12591,0.15419,-0.027455,-0.22183,-0.22137,-0.11774,-0.10697,-0.13892,-0.12117,-0.061539,-0.042541,-0.0544,-0.050495,-0.056827,-0.10339,-0.094178,0.039751,0.16163,0.12372,-0.041921,-0.10195,-0.071356,-0.065349,-0.10296,-0.067447
0.27855,0.28401,0.14604,-0.32969,-0.30303,-0.17985,-0.10347,-0.0031951,-0.011767,-0.13413,-0.14056,0.0020263,0.095855,0.12367,0.12938,0.13077,0.12108,0.15929,0.23746,0.23292,0.074224,-0.034822,0.079494,0.2588,0.25821,0.13609,0.055266,-0.053659,-0.13905,-0.086193,-0.0081042
0.25704,0.26168,0.17126,-0.53495,-0.34939,-0.20595,-0.28526,-0.22239,-0.060667,-0.070118,-0.085947,0.06738,0.24846,0.36514,0.34995,0.23049,0.14147,0.21271,0.36365,0.355,0.14037,-0.020247,0.052779,0.18273,0.18629,0.15908,0.12629,-0.020143,-0.13735,-0.166,-0.31425
0.23088,0.26255,0.41457,-0.56189,-0.34725,-0.13413,-0.21018,-0.27915,-0.0011669,0.18107,0.15105,0.12408,0.15107,0.23889,0.25138,0.067204,-0.037449,0.10415,0.26194,0.21653,0.066515,-0.011631,0.044719,0.055433,0.045881,0.10668,0.12372,0.048926,-0.066204,-0.13732,-0.35746
0.17306,0.11523,-0.089906,-0.96873,-0.26357,-0.076309,-0.17337,-0.22461,0.15098,0.56094,0.60073,0.35462,0.0081867,-0.16189,-0.097648,-0.17639,-0.20153,0.028742,0.11696,0.010353,-0.032616,0.0033201,0.07136,-0.015337,-0.012251,0.058206,0.090474,0.14534,0.014698,0.034307,-0.46027
